search_term,post_id,creator,posted_date,likes,comments,hashtags,caption,image_description,post_url,status
"#foodie","DSiCI4skfVy","dailyrankdepartment","December 21, 2025","6833","","#restaurant #foodie #food","10 OLDEST restaurants in the United States Of America","Infographic of Top 10 Oldest Restaurants in the U.S. from 1668-1856: The 76 House, White Horse Tavern, Gadsbys Tavern, Warren Tavern, The Milleridge Inn, Bell in Hand Tavern, Union Oyster House, J. Huston Tavern, Antoines, Old Ebbitt Grill","https://www.instagram.com/p/DSiCI4skfVy/","SCRAPED"
"#foodie","DSx3eapiVZN","ctpizzatour","December 28, 2025","2780","","#pizza #pizzalover #ctpizzatour #foodie #connecticut","Connecticut Pizza places visited and rated by Dave Portnoy","Comprehensive list of Connecticut Pizza Places reviewed by Dave Portnoy with ratings from 9.2 Sallys Apiza to 5.9 Ts Pizza Kitchen","https://www.instagram.com/p/DSx3eapiVZN/","SCRAPED"
"#restaurantfood","CBtCZgFn9-8","owen.cooks.eats","May 12, 2020","193","","#finedining #restaurant #restaurantfood #homecook #confit #canard #duck #frenchfood","Confit de canard - Duck confit with roasted vegetables","Duck confit with roasted cherry tomatoes and zucchini on creamy mashed potatoes with red wine reduction sauce","https://www.instagram.com/p/CBtCZgFn9-8/","SCRAPED"
"#restaurantfood","DQYgz9LkWws","sumedhawellness","October 30, 2025","2","","#restaurantfood #homemadefood #healthyfood #nutrition","Restaurant Food vs Homemade Food comparison infographic","Infographic comparing restaurant food and homemade food with pros and cons - calories, ingredients, cost, hygiene factors","https://www.instagram.com/p/DQYgz9LkWws/","SCRAPED"
"#restaurantfood","DLK34BNND35","mo.ez_fusion","August 26, 2025","64","","#restaurantfood #chicken #africanfood #fusion","Sacana chicken - African fusion dish","Grilled chicken pieces with African spices served on a dark plate with garnish","https://www.instagram.com/p/DLK34BNND35/","SCRAPED"
"#restaurantfood","DTVGzQ2jBor","garbsitaliano","January 8, 2026","","","#restaurantfood #italianfood #mixedgrill #garbsitaliano","Mixed grill at Garbs Italiano restaurant","Mixed grill platter with various grilled meats, sausages and vegetables at Italian restaurant","https://www.instagram.com/p/DTVGzQ2jBor/","SCRAPED"
"#restaurantfood","DCAh50fJYdO","clearly.plant.based","June 22, 2020","20","","#plantbased #vegan #restaurantfood #pizza #mediterranean","Plant-based Mediterranean pizza","Plant-based pizza with roasted red peppers, olives, artichokes and fresh arugula on a wooden board","https://www.instagram.com/p/DCAh50fJYdO/","SCRAPED"
"#restaurantfood","CBYexZfHBng","familyhomecook","May 9, 2020","370","","#lasagna #beef #restaurantfood #homecooking #italianfood","Beef lasagna family recipe","Homemade beef lasagna with layers of pasta, meat sauce and melted cheese served in baking dish","https://www.instagram.com/p/CBYexZfHBng/","SCRAPED"
"#restaurantfood","DSX7bunjgkQ","smithwollensky","December 17, 2025","586","","#steakhouse #tomahawk #restaurantfood #finedining #smithwollensky","Tomahawk steak at Smith and Wollensky","Chef presenting massive tomahawk ribeye steak with bone at upscale steakhouse","https://www.instagram.com/p/DSX7bunjgkQ/","SCRAPED"
"#restaurantfood","CqLK6Tnyqzi","devjuoti8","April 27, 2023","25","","#seafood #restaurantfood #feast #foodspread","Seafood feast spread","Multiple plates of seafood including prawns, crab, lobster and various dishes spread across table","https://www.instagram.com/p/CqLK6Tnyqzi/","SCRAPED"
"#restaurantfood","CJYTWzXBLm4","jaanamariblock","December 29, 2020","4","","#lunch #restaurantfood #grilledchicken #chimichurri #sweetpotato #ginger #puree","Grilled chicken with chimichurri at Trattoria Sogno","Grilled chicken breast with chimichurri sauce on sweet potato ginger puree garnished with fresh herbs","https://www.instagram.com/p/CJYTWzXBLm4/","SCRAPED"
"#restaurantfood","DTUvfS_CBev","cafe_shafe1","January 10, 2026","2","","#LoadedFries #CheesyFries #FriesLovers #ComfortFood #FoodPhotography #FoodPorn #CheeseSauce #GarlicMayo #JalapenoLovers #StreetFoodStyle #FoodieGram #CrispyFries #FastFoodCravings #RestaurantFood #SnackGoals","Crispy golden loaded fries with cheese sauce and garlic mayo","Loaded fries platter with creamy cheese sauce and white garlic mayo drizzled over crispy golden fries topped with black olives and jalapeno slices","https://www.instagram.com/p/DTUvfS_CBev/","SCRAPED"
"#instafood","DSua0_VDxuS","chef_hemanta","December 26, 2025","3465","","#instafood #potato #vegetables #foodie","Types of Potato varieties infographic","Infographic showing potato varieties: Russet Burbank, Red Potatoes, Fingerling, Yukon Gold, Purple Potatoes, New Potatoes, Petite Potatoes, White Potatoes, Sweet Potatoes","https://www.instagram.com/p/DSua0_VDxuS/","SCRAPED"
"#instafood","DS2kMxWgqOY","fitfoodrezeptwelt","December 29, 2025","2103","","#instafood #cheesecake #blueberry #dessert #recipe","Mini Blueberry Cheesecake - No bake recipe","Individual mini blueberry cheesecakes with graham cracker base topped with blueberry compote and fresh blueberries","https://www.instagram.com/p/DS2kMxWgqOY/","SCRAPED"
"#instafood","DSb7XdZjOU8","the_palmers_kitchen","December 19, 2025","999","","#instafood #beetroot #vegetarian #christmas #recipe","Cheese stuffed beetroot roulade recipe","Purple beetroot roulade sliced to show cream cheese filling with herbs, served on wooden board","https://www.instagram.com/p/DSb7XdZjOU8/","SCRAPED"
"#instafood","DQj-0uniDfu","gptmutfak","November 2, 2025","1609","","#instafood #turkish #dessert #profiterole #chocolate","Turkish profiteroles with chocolate sauce","Profiteroles covered in rich chocolate sauce with ice cream filling served in glass dish","https://www.instagram.com/p/DQj-0uniDfu/","SCRAPED"
"#instafood","DShkGj-iNKU","chefstalk2024","December 21, 2025","525","","#instafood #indianfood #chickencurry #recipe","Indian Chicken Curry recipe video","Rich orange chicken curry in traditional pot with cream swirl garnished with cilantro and green chilies","https://www.instagram.com/p/DShkGj-iNKU/","SCRAPED"
"#instafood","DPyjpySiHjK","cookingwithrichh","October 14, 2025","30733","","#instafood #pasta #steak #cajun #rigatoni","Cajun rigatoni with steak bites recipe","Creamy cajun pasta with seared steak pieces garnished with parsley in cast iron skillet","https://www.instagram.com/p/DPyjpySiHjK/","SCRAPED"
"#instafood","DSH04HRjLJw","natascha_natasa","December 11, 2025","726","","#instafood #serbian #buckwheat #fritters #recipe","Serbian buckwheat fritters - Heljdine pljeskavice","Golden fried buckwheat fritters served with sour cream and fresh herbs on rustic plate","https://www.instagram.com/p/DSH04HRjLJw/","SCRAPED"
"#instafood","DTF-t7XCDx-","rukiyeakkoyunxmutfakta","January 5, 2026","1327","","#instafood #turkish #cookies #cornstarch #recipe","Turkish cornstarch cookies - Un Kurabiyesi","Crescent shaped Turkish butter cookies dusted with powdered sugar arranged on decorative plate","https://www.instagram.com/p/DTF-t7XCDx-/","SCRAPED"
"#instafood","DSSCe4ElV-8","jon_and_dean","December 15, 2025","2290","","#instafood #chicken #tenders #bangbang #recipe","Crispy Chicken Tenders with Bang Bang Sauce","Golden fried chicken tenders on cooling rack with creamy pink bang bang dipping sauce","https://www.instagram.com/p/DSSCe4ElV-8/","SCRAPED"
"#instafood","DSsdGNkjOyk","kek_tariflerimiz","December 25, 2025","1683","","#instafood #turkish #pancakes #breakfast #recipe","Turkish pancake recipe - Akitma","Stack of fluffy Turkish pancakes drizzled with honey and butter on traditional plate","https://www.instagram.com/p/DSsdGNkjOyk/","SCRAPED"
"#foodblogger","DSHK4bOiXHK","beyondjodhpur","December 11, 2025","4829","35","#foodblogger #rajasthan #india #indianfood","Famous Rajasthani Food infographic","Infographic showing traditional Rajasthani dishes: Dal Baati Churma, Gatte ki Sabzi, Laal Maas, Ker Sangri, Mirchi Bada, Pyaaz Kachori, Ghevar, Mawa Kachori, Mohan Thal, Malpua, Papad ki Sabzi, Bajra Roti, Lehsun Chutney","https://www.instagram.com/p/DSHK4bOiXHK/","SCRAPED"
"#foodblogger","DTSNYD9jiy_","creamycasserolerecipes","January 10, 2026","302","4","#foodblogger #recipe #chicken #cranberry #feta","Honey Cranberry Chicken Bake with Feta","Baked chicken breasts with honey cranberry glaze topped with crumbled feta cheese in white baking dish","https://www.instagram.com/p/DTSNYD9jiy_/","SCRAPED"
"#foodblogger","DTFFep3jsk1","chef_yasinshaik_offical_","January 5, 2026","650","4","#food #followforfollowback #foryou #foodblogger #financialfreedom #funnyvideos #foodporn","Butter Chicken recipe infographic","Butter Chicken (Murgh Makhani) recipe showing all ingredients: chicken, butter, tomato puree, cream, yogurt, cashews, spices","https://www.instagram.com/p/DTFFep3jsk1/","SCRAPED"
"#foodblogger","DRSBOMQiE7m","frenchfamilyfood","November 20, 2025","13340","","#lunch #eatwell #eathealthy #foodblogger #delicious #salad #foodie #foodgram #foodoftheday #foodlover #foody #homecook #organicfood","Winter salad with butter beans and broccoli","Hearty winter salad with butter beans, steamed purple sprouting broccoli, organic orange, anchovies, olives on ceramic plate","https://www.instagram.com/p/DRSBOMQiE7m/","SCRAPED"
"#foodblogger","DQL9RAZk6Qu","singh_rock_manish","October 24, 2025","206565","523","#food #foodblogger #insta #trending #viral #instagram #chicken #chickenrecipes #chickendinner #recipe #spicy","Chicken lovers only - Indian chicken curry","Traditional Indian whole chicken curry in clay pots with roti and sliced onions","https://www.instagram.com/p/DQL9RAZk6Qu/","SCRAPED"
"#foodblogger","DQCZWl3CGBC","frenchfamilyfood","October 20, 2025","7449","","#delicious #salad #vegetarian #eattherainbow #foodisfuel #foodlover #foodblogger #homecook #foodie #foodgram","Artichoke burrata cannellini bean salad","Salad with watercress pesto, cannellini beans, pitted olives, burrata, artichoke hearts on decorative plate","https://www.instagram.com/p/DQCZWl3CGBC/","SCRAPED"
"#foodblogger","DRPWaEgjnSf","sarahberney","November 19, 2025","2289","41","#foodblogger #guinness #brownies #baking #dessert","Guinness Brownies with buttercream icing","Rich fudgy chocolate brownies with Guinness beer topped with buttercream frosting","https://www.instagram.com/p/DRPWaEgjnSf/","SCRAPED"
"#foodblogger","DRNocptk_bT","enjoythebiltee","November 19, 2025","5580","20","#food #foodporn #foodphotography #foodstagram #yummy #foodlover #cheeselover #cheeseburgers #pizza #burgerlove #foodblogger #spicy","Food post - USA","Carousel food post from USA","https://www.instagram.com/p/DRNocptk_bT/","SCRAPED"
"#foodblogger","DQlhAcADMsh","9vaga_food9","November 3, 2025","7262","","#food #foodie #foodporn #instafood #foodphotography #foodstagram #foodblogger #yummy #foodlover #delicious #instagood #dinner #homemade #restaurant #foodies #foodgasm #lunch #tasty #cooking #foodpics #instagram #photooftheday #healthy #chef #breakfast #bhfyp","Chocolate cake with berries","Beautiful chocolate drip cake topped with fresh strawberries, blackberries, blueberries, raspberries, currants and chocolate piece on ornate plate","https://www.instagram.com/p/DQlhAcADMsh/","SCRAPED"
"#foodblogger","DPoM8tbE8a7","the_bong_foodie_","October 10, 2025","71555","154","#foodbeast #foodism #foodiesofinstagram #kolkatablogger #kolkatafoodies #kolkatafoodbloggers #thefoodattacker #thegreatindianfoodie #foodblogfeed #foodindia #foods #foodblogger #foodiesofindia #foodies #foodheaven #foodphotography #foodfunfantasy #foodstagram #foodgasm #kolkataphotography #reels #kolkata_lanes","Bengali Food supremacy - Traditional thali","Traditional Bengali thali with rice, fish, chicken, dal, vegetables, chutneys and curries on banana leaf","https://www.instagram.com/p/DPoM8tbE8a7/","SCRAPED"
