search_term,post_id,creator,posted_date,likes,comments,hashtags,caption,image_description,post_url,status
"#foodie","DSiCI4skfVy","dailyrankdepartment","December 21, 2025","6833","","#restaurant #foodie #food","10 OLDEST restaurants in the United States Of America","Infographic of Top 10 Oldest Restaurants in the U.S. from 1668-1856: The 76 House, White Horse Tavern, Gadsbys Tavern, Warren Tavern, The Milleridge Inn, Bell in Hand Tavern, Union Oyster House, J. Huston Tavern, Antoines, Old Ebbitt Grill","https://www.instagram.com/p/DSiCI4skfVy/","SCRAPED"
"#foodie","DSx3eapiVZN","ctpizzatour","December 28, 2025","2780","","#pizza #pizzalover #ctpizzatour #foodie #connecticut","Connecticut Pizza places visited and rated by Dave Portnoy","Comprehensive list of Connecticut Pizza Places reviewed by Dave Portnoy with ratings from 9.2 Sallys Apiza to 5.9 Ts Pizza Kitchen","https://www.instagram.com/p/DSx3eapiVZN/","SCRAPED"
"#restaurantfood","CBtCZgFn9-8","owen.cooks.eats","May 12, 2020","193","","#finedining #restaurant #restaurantfood #homecook #confit #canard #duck #frenchfood","Confit de canard - Duck confit with roasted vegetables","Duck confit with roasted cherry tomatoes and zucchini on creamy mashed potatoes with red wine reduction sauce","https://www.instagram.com/p/CBtCZgFn9-8/","SCRAPED"
"#restaurantfood","DQYgz9LkWws","sumedhawellness","October 30, 2025","2","","#restaurantfood #homemadefood #healthyfood #nutrition","Restaurant Food vs Homemade Food comparison infographic","Infographic comparing restaurant food and homemade food with pros and cons - calories, ingredients, cost, hygiene factors","https://www.instagram.com/p/DQYgz9LkWws/","SCRAPED"
"#restaurantfood","DLK34BNND35","mo.ez_fusion","August 26, 2025","64","","#restaurantfood #chicken #africanfood #fusion","Sacana chicken - African fusion dish","Grilled chicken pieces with African spices served on a dark plate with garnish","https://www.instagram.com/p/DLK34BNND35/","SCRAPED"
"#restaurantfood","DTVGzQ2jBor","garbsitaliano","January 8, 2026","","","#restaurantfood #italianfood #mixedgrill #garbsitaliano","Mixed grill at Garbs Italiano restaurant","Mixed grill platter with various grilled meats, sausages and vegetables at Italian restaurant","https://www.instagram.com/p/DTVGzQ2jBor/","SCRAPED"
"#restaurantfood","DCAh50fJYdO","clearly.plant.based","June 22, 2020","20","","#plantbased #vegan #restaurantfood #pizza #mediterranean","Plant-based Mediterranean pizza","Plant-based pizza with roasted red peppers, olives, artichokes and fresh arugula on a wooden board","https://www.instagram.com/p/DCAh50fJYdO/","SCRAPED"
"#restaurantfood","CBYexZfHBng","familyhomecook","May 9, 2020","370","","#lasagna #beef #restaurantfood #homecooking #italianfood","Beef lasagna family recipe","Homemade beef lasagna with layers of pasta, meat sauce and melted cheese served in baking dish","https://www.instagram.com/p/CBYexZfHBng/","SCRAPED"
"#restaurantfood","DSX7bunjgkQ","smithwollensky","December 17, 2025","586","","#steakhouse #tomahawk #restaurantfood #finedining #smithwollensky","Tomahawk steak at Smith and Wollensky","Chef presenting massive tomahawk ribeye steak with bone at upscale steakhouse","https://www.instagram.com/p/DSX7bunjgkQ/","SCRAPED"
"#restaurantfood","CqLK6Tnyqzi","devjuoti8","April 27, 2023","25","","#seafood #restaurantfood #feast #foodspread","Seafood feast spread","Multiple plates of seafood including prawns, crab, lobster and various dishes spread across table","https://www.instagram.com/p/CqLK6Tnyqzi/","SCRAPED"
"#restaurantfood","CJYTWzXBLm4","jaanamariblock","December 29, 2020","4","","#lunch #restaurantfood #grilledchicken #chimichurri #sweetpotato #ginger #puree","Grilled chicken with chimichurri at Trattoria Sogno","Grilled chicken breast with chimichurri sauce on sweet potato ginger puree garnished with fresh herbs","https://www.instagram.com/p/CJYTWzXBLm4/","SCRAPED"
"#restaurantfood","DTUvfS_CBev","cafe_shafe1","January 10, 2026","2","","#LoadedFries #CheesyFries #FriesLovers #ComfortFood #FoodPhotography #FoodPorn #CheeseSauce #GarlicMayo #JalapenoLovers #StreetFoodStyle #FoodieGram #CrispyFries #FastFoodCravings #RestaurantFood #SnackGoals","Crispy golden loaded fries with cheese sauce and garlic mayo","Loaded fries platter with creamy cheese sauce and white garlic mayo drizzled over crispy golden fries topped with black olives and jalapeno slices","https://www.instagram.com/p/DTUvfS_CBev/","SCRAPED"
"#instafood","DSua0_VDxuS","chef_hemanta","December 26, 2025","3465","","#instafood #potato #vegetables #foodie","Types of Potato varieties infographic","Infographic showing potato varieties: Russet Burbank, Red Potatoes, Fingerling, Yukon Gold, Purple Potatoes, New Potatoes, Petite Potatoes, White Potatoes, Sweet Potatoes","https://www.instagram.com/p/DSua0_VDxuS/","SCRAPED"
"#instafood","DS2kMxWgqOY","fitfoodrezeptwelt","December 29, 2025","2103","","#instafood #cheesecake #blueberry #dessert #recipe","Mini Blueberry Cheesecake - No bake recipe","Individual mini blueberry cheesecakes with graham cracker base topped with blueberry compote and fresh blueberries","https://www.instagram.com/p/DS2kMxWgqOY/","SCRAPED"
"#instafood","DSb7XdZjOU8","the_palmers_kitchen","December 19, 2025","999","","#instafood #beetroot #vegetarian #christmas #recipe","Cheese stuffed beetroot roulade recipe","Purple beetroot roulade sliced to show cream cheese filling with herbs, served on wooden board","https://www.instagram.com/p/DSb7XdZjOU8/","SCRAPED"
"#instafood","DQj-0uniDfu","gptmutfak","November 2, 2025","1609","","#instafood #turkish #dessert #profiterole #chocolate","Turkish profiteroles with chocolate sauce","Profiteroles covered in rich chocolate sauce with ice cream filling served in glass dish","https://www.instagram.com/p/DQj-0uniDfu/","SCRAPED"
"#instafood","DShkGj-iNKU","chefstalk2024","December 21, 2025","525","","#instafood #indianfood #chickencurry #recipe","Indian Chicken Curry recipe video","Rich orange chicken curry in traditional pot with cream swirl garnished with cilantro and green chilies","https://www.instagram.com/p/DShkGj-iNKU/","SCRAPED"
"#instafood","DPyjpySiHjK","cookingwithrichh","October 14, 2025","30733","","#instafood #pasta #steak #cajun #rigatoni","Cajun rigatoni with steak bites recipe","Creamy cajun pasta with seared steak pieces garnished with parsley in cast iron skillet","https://www.instagram.com/p/DPyjpySiHjK/","SCRAPED"
"#instafood","DSH04HRjLJw","natascha_natasa","December 11, 2025","726","","#instafood #serbian #buckwheat #fritters #recipe","Serbian buckwheat fritters - Heljdine pljeskavice","Golden fried buckwheat fritters served with sour cream and fresh herbs on rustic plate","https://www.instagram.com/p/DSH04HRjLJw/","SCRAPED"
"#instafood","DTF-t7XCDx-","rukiyeakkoyunxmutfakta","January 5, 2026","1327","","#instafood #turkish #cookies #cornstarch #recipe","Turkish cornstarch cookies - Un Kurabiyesi","Crescent shaped Turkish butter cookies dusted with powdered sugar arranged on decorative plate","https://www.instagram.com/p/DTF-t7XCDx-/","SCRAPED"
"#instafood","DSSCe4ElV-8","jon_and_dean","December 15, 2025","2290","","#instafood #chicken #tenders #bangbang #recipe","Crispy Chicken Tenders with Bang Bang Sauce","Golden fried chicken tenders on cooling rack with creamy pink bang bang dipping sauce","https://www.instagram.com/p/DSSCe4ElV-8/","SCRAPED"
"#instafood","DSsdGNkjOyk","kek_tariflerimiz","December 25, 2025","1683","","#instafood #turkish #pancakes #breakfast #recipe","Turkish pancake recipe - Akitma","Stack of fluffy Turkish pancakes drizzled with honey and butter on traditional plate","https://www.instagram.com/p/DSsdGNkjOyk/","SCRAPED"
"#foodblogger","DSHK4bOiXHK","beyondjodhpur","December 11, 2025","4829","35","#foodblogger #rajasthan #india #indianfood","Famous Rajasthani Food infographic","Infographic showing traditional Rajasthani dishes: Dal Baati Churma, Gatte ki Sabzi, Laal Maas, Ker Sangri, Mirchi Bada, Pyaaz Kachori, Ghevar, Mawa Kachori, Mohan Thal, Malpua, Papad ki Sabzi, Bajra Roti, Lehsun Chutney","https://www.instagram.com/p/DSHK4bOiXHK/","SCRAPED"
"#foodblogger","DTSNYD9jiy_","creamycasserolerecipes","January 10, 2026","302","4","#foodblogger #recipe #chicken #cranberry #feta","Honey Cranberry Chicken Bake with Feta","Baked chicken breasts with honey cranberry glaze topped with crumbled feta cheese in white baking dish","https://www.instagram.com/p/DTSNYD9jiy_/","SCRAPED"
"#foodblogger","DTFFep3jsk1","chef_yasinshaik_offical_","January 5, 2026","650","4","#food #followforfollowback #foryou #foodblogger #financialfreedom #funnyvideos #foodporn","Butter Chicken recipe infographic","Butter Chicken (Murgh Makhani) recipe showing all ingredients: chicken, butter, tomato puree, cream, yogurt, cashews, spices","https://www.instagram.com/p/DTFFep3jsk1/","SCRAPED"
"#foodblogger","DRSBOMQiE7m","frenchfamilyfood","November 20, 2025","13340","","#lunch #eatwell #eathealthy #foodblogger #delicious #salad #foodie #foodgram #foodoftheday #foodlover #foody #homecook #organicfood","Winter salad with butter beans and broccoli","Hearty winter salad with butter beans, steamed purple sprouting broccoli, organic orange, anchovies, olives on ceramic plate","https://www.instagram.com/p/DRSBOMQiE7m/","SCRAPED"
"#foodblogger","DQL9RAZk6Qu","singh_rock_manish","October 24, 2025","206565","523","#food #foodblogger #insta #trending #viral #instagram #chicken #chickenrecipes #chickendinner #recipe #spicy","Chicken lovers only - Indian chicken curry","Traditional Indian whole chicken curry in clay pots with roti and sliced onions","https://www.instagram.com/p/DQL9RAZk6Qu/","SCRAPED"
"#foodblogger","DQCZWl3CGBC","frenchfamilyfood","October 20, 2025","7449","","#delicious #salad #vegetarian #eattherainbow #foodisfuel #foodlover #foodblogger #homecook #foodie #foodgram","Artichoke burrata cannellini bean salad","Salad with watercress pesto, cannellini beans, pitted olives, burrata, artichoke hearts on decorative plate","https://www.instagram.com/p/DQCZWl3CGBC/","SCRAPED"
"#foodblogger","DRPWaEgjnSf","sarahberney","November 19, 2025","2289","41","#foodblogger #guinness #brownies #baking #dessert","Guinness Brownies with buttercream icing","Rich fudgy chocolate brownies with Guinness beer topped with buttercream frosting","https://www.instagram.com/p/DRPWaEgjnSf/","SCRAPED"
"#foodblogger","DRNocptk_bT","enjoythebiltee","November 19, 2025","5580","20","#food #foodporn #foodphotography #foodstagram #yummy #foodlover #cheeselover #cheeseburgers #pizza #burgerlove #foodblogger #spicy","Food post - USA","Carousel food post from USA","https://www.instagram.com/p/DRNocptk_bT/","SCRAPED"
"#foodblogger","DQlhAcADMsh","9vaga_food9","November 3, 2025","7262","","#food #foodie #foodporn #instafood #foodphotography #foodstagram #foodblogger #yummy #foodlover #delicious #instagood #dinner #homemade #restaurant #foodies #foodgasm #lunch #tasty #cooking #foodpics #instagram #photooftheday #healthy #chef #breakfast #bhfyp","Chocolate cake with berries","Beautiful chocolate drip cake topped with fresh strawberries, blackberries, blueberries, raspberries, currants and chocolate piece on ornate plate","https://www.instagram.com/p/DQlhAcADMsh/","SCRAPED"
"#foodblogger","DPoM8tbE8a7","the_bong_foodie_","October 10, 2025","71555","154","#foodbeast #foodism #foodiesofinstagram #kolkatablogger #kolkatafoodies #kolkatafoodbloggers #thefoodattacker #thegreatindianfoodie #foodblogfeed #foodindia #foods #foodblogger #foodiesofindia #foodies #foodheaven #foodphotography #foodfunfantasy #foodstagram #foodgasm #kolkataphotography #reels #kolkata_lanes","Bengali Food supremacy - Traditional thali","Traditional Bengali thali with rice, fish, chicken, dal, vegetables, chutneys and curries on banana leaf","https://www.instagram.com/p/DPoM8tbE8a7/","SCRAPED"
"#foodstagram","DPtw4O2ii_g","lilo_recipes","October 12, 2025","4533","","#foodstagram #pasta #creamy #chicken","Creamy chicken pasta","Creamy chicken pasta dish with herbs","https://www.instagram.com/p/DPtw4O2ii_g/","SCRAPED"
"#foodstagram","DQTliKzjBIQ","norminho.7","October 27, 2025","2987","","#foodstagram #salmon #avocado #toast","Salmon avocado toast","Salmon and avocado on toast with garnish","https://www.instagram.com/p/DQTliKzjBIQ/","SCRAPED"
"#foodstagram","DS0U7H7Exfb","bhojan_bikaneri1","December 29, 2025","99186","","#foodie #foodstagram #trending #post #bhojanbikaneri1","Traditional Rajasthani thali","Traditional Rajasthani thali with rice dal curry naan chapati raita kachori","https://www.instagram.com/p/DS0U7H7Exfb/","SCRAPED"
"#foodstagram","DR6C4DNjFBD","chef_yasinshaik_offical_","December 6, 2025","3919","","#travelphotography #viralreels #instamood #followforfollowback #foodporn #foodstagram #foodblogger","6 shrimps recipes","Recipe infographic with 6 shrimp recipes","https://www.instagram.com/p/DR6C4DNjFBD/","SCRAPED"
"#foodstagram","DSl3EULiOMG","chef_vashi","December 23, 2025","1188","","#chefvashi #soletsmakeit #foodblogger #finedining #foodstagram","16-Hour Caramelised Onion & Ginger Brined Prawn","Fine dining prawn dish with Goan coconut bisque","https://www.instagram.com/p/DSl3EULiOMG/","SCRAPED"
"#foodstagram","DS2UgT8CXk5","foodwikii","December 29, 2025","893","","#food #foodporn #foodphotography #foodstagram #yummy","Which one you prefer? Pick Two","Pick Two food selection infographic with sandwiches burgers tacos","https://www.instagram.com/p/DS2UgT8CXk5/","SCRAPED"
"#foodstagram","DSt-WUHEW_M","slurrpapp","December 26, 2025","2103","","#CookingTips #SouthIndianFood #Foodstagram #Foodies #Slurrpcommunity #Cookwithslurrp","Make restaurant style dosa at home","Dosa batter recipe infographic with ingredients and cooking steps","https://www.instagram.com/p/DSt-WUHEW_M/","SCRAPED"
"#foodstagram","DRNocptk_bT","enjoythebiltee","November 19, 2025","5587","","#food #foodporn #foodphotography #foodstagram #yummy #foodlover #cheeseburgers #burgerlove","This is so yummy Eat or pass?","Food carousel with various dishes","https://www.instagram.com/p/DRNocptk_bT/","SCRAPED"
"#foodstagram","DSf3X2JDR5o","cynamonoweszczescie_a","December 21, 2025","891","","#foodstagram #chocolate #cake #dessert","Polish chocolate layer cake recipe","Layered chocolate cake with cream and hazelnut layers","https://www.instagram.com/p/DSf3X2JDR5o/","SCRAPED"
"#foodstagram","DS0SDPKkQP7","mouthattack","December 28, 2025","43074","","#foodstagram #mcdonalds #viral #food","McDonalds Hashbrown McFlurry Sandwich viral secret menu item","McDonalds hash brown McFlurry sandwich graphic","https://www.instagram.com/p/DS0SDPKkQP7/","SCRAPED"
"#eeeeeats","DQB-zlQjdmC","atasteofthekawarthas","October 20, 2025","1209","","#eeeeeats #homemade #comfortfood","Baked French Dip Biscuits recipe","French dip biscuits with melted cheese on baking sheet","https://www.instagram.com/p/DQB-zlQjdmC/","SCRAPED"
"#eeeeeats","DRiFYx4ktFQ","whitelily","November 27, 2025","3010","","#eeeeeats #baking #biscuits","Fluffy biscuit recipe with White Lily flour","Golden fluffy biscuits being pulled apart","https://www.instagram.com/p/DRiFYx4ktFQ/","SCRAPED"
"#eeeeeats","DSDVq-4lWN6","thedishonhealthy","December 9, 2025","1049","","#eeeeeats #healthyfood #salad","Farro Halloumi Salad with chickpeas and kale","Colorful salad bowl with grilled halloumi, chickpeas, kale, pomegranate","https://www.instagram.com/p/DSDVq-4lWN6/","SCRAPED"
"#eeeeeats","DSaYrHlkTA4","coffee_booths","December 18, 2025","468","","#eeeeeats #coffee #holiday","Holiday coffee drinks collection","Festive Starbucks holiday drinks with snowman and tree designs","https://www.instagram.com/p/DSaYrHlkTA4/","SCRAPED"
"#eeeeeats","DQckf6dkWJI","harvestandnourish","October 31, 2025","660","566","#eeeeeats #baking #scones","Blueberry scones recipe","Fresh baked blueberry scones on cooling rack","https://www.instagram.com/p/DQckf6dkWJI/","SCRAPED"
"#eeeeeats","DR0d_cBEjOR","smoothiedetox.ig","December 4, 2025","","","#eeeeeats #detox #weightloss","Bedtime drink to remove belly fat","Glass of detox drink with text overlay","https://www.instagram.com/p/DR0d_cBEjOR/","SCRAPED"
"#eeeeeats","DQ19mEgkUE_","mariesdressing","November 9, 2025","1205","3865","#Mariesdressing #eeeeeats #instayum","CLOSED GIVEAWAY - Marie's Dressing and Veggies Made Great collaboration","Marie's dressings and Veggies Made Great Potato Bakes display","https://www.instagram.com/p/DQ19mEgkUE_/","SCRAPED"
"#eeeeeats","DSys0fCDeLr","instagrubzz","December 28, 2025","285","","#eating #eat #eeeeeats #foodporn #food","Pancakes will always have a place in my heart","Chocolate chip pancakes with whipped cream at Bubby's","https://www.instagram.com/p/DSys0fCDeLr/","SCRAPED"
"#eeeeeats","DTXTmujEtu7","handiworkstudiochizu2","January 11, 2026","18","","#わっぱ弁当 #男の子ママ #シングルマザー #Eeeeeats #Japanesebento","Japanese Coming of Age Day celebration bento","Japanese bento box with fried cutlet, tomatoes, greens - Chizu's House","https://www.instagram.com/p/DTXTmujEtu7/","SCRAPED"
"#eeeeeats","DQ43jvLEnxI","infatuation_sf","November 11, 2025","1850","","#InfatuationSF #EEEEEATS","These are SF's Best New Restaurants of 2025","Best New Restaurants 2025 list graphic - Verjus, Ocean Subs, Jules, etc.","https://www.instagram.com/p/DQ43jvLEnxI/","SCRAPED"
"#foodlover","CB5-RkSAV_m","the_foodseeker","June 26, 2020","24","1","#sandwich #sandwiches #food #foodlover #foodlovers","Hello food lovers cheesy sandwich","Stacked cheesy grilled sandwiches with melted cheese on top","https://www.instagram.com/p/CB5-RkSAV_m/","SCRAPED"
"#foodlover","CdSdM3-PkS9","foodism_heaven","May 8, 2022","253","4","#foodblog #foodblogger #foodie #food #foodporn #foodlover #yummy #delicious","Mouthwatering Food - Tag a Food lovers","Loaded mac and cheese with fried chicken, buffalo sauce and ranch","https://www.instagram.com/p/CdSdM3-PkS9/","SCRAPED"
"#foodlover","DQxl7SwgU0-","coolrandomfinds","November 8, 2025","6648","52","#target #targetfinds #dessert #yummy #ube #cheesecake #cinnamonbun #foodlover","NEW @target Cinnamon Bun & Ube Cheesecake Empanadas!","Target Favorite Day empanadas boxes - cinnamon bun and ube cheesecake flavors","https://www.instagram.com/p/DQxl7SwgU0-/","SCRAPED"
"#foodlover","CjZh_XrIwVL","uzito_na_afya_","October 7, 2022","15","1","#food #foodlover #foodlovers #eatclean #breakfast #morning","Good morning - Food lovers","Healthy breakfast plate with eggs, avocado, cucumbers, tomatoes, walnuts","https://www.instagram.com/p/CjZh_XrIwVL/","SCRAPED"
"#foodlover","DTXnhKEChg_","road_2_stomach","January 11, 2026","3","0","#thali #sofitel #food #foodlover #foodlovers","South Indian thali","South Indian thali with curries, dal, rice, papad, roti on banana leaf at Sofitel Mumbai BKC","https://www.instagram.com/p/DTXnhKEChg_/","SCRAPED"
"#foodlover","CmmRwY6o02o","khate.raho24","December 25, 2022","16","3","#food #foodlovers #foodlover #foodlove #foodporn #khateraho","New food page for amazing food reels and content - Food lovers do follow & support","Indian food spread with Khate Raho branding - rice, dal, curry, biryani, chicken","https://www.instagram.com/p/CmmRwY6o02o/","SCRAPED"
"#foodlover","CeLjhx7PvT0","foodfaaaan","May 30, 2022","113","1","#homemadefood #food #foodie #foodporn #foodlover #yummy #delicious","for food lovers","Cooking video - adding chicken base/bouillon and parsley to cream sauce","https://www.instagram.com/p/CeLjhx7PvT0/","SCRAPED"
"#foodlover","CeNYorJADwo","foodfuunn","May 31, 2022","825","2","#homemadefood #food #foodie #foodporn #foodlover #yummy #delicious","for food lovers - follow me for more","Cooking video - pouring melted butter over pastry/bread on baking tray","https://www.instagram.com/p/CeNYorJADwo/","SCRAPED"
"#foodlover","BuBzo_Fl_Sw","thafoodgramz","February 18, 2019","252","25","#foodlover #foodyfetish","Pizza-burger! by @foodyfetish - Tag all Food lovers","Pizza-burger - burger patty with melted cheese and pepperoni in bun","https://www.instagram.com/p/BuBzo_Fl_Sw/","SCRAPED"
"#foodlover","CpKl5_4NIfX","dilanatandoor","February 27, 2023","9","0","#FoodieLife #FoodPorn #FoodLover #YumYum #FoodGram #FoodLovers","Food Lovers","Julia Child quote graphic - People who love to eat are always the best people","https://www.instagram.com/p/CpKl5_4NIfX/","SCRAPED"
"#yummy","DSSCe4ElV-8","jon_and_dean","December 15, 2025","2322","96","#yummy #chicken #crispy #recipe #foodie","Crispy chicken recipe with buttermilk, flour, cornstarch, sriracha, garlic powder, panko breadcrumbs","Crispy fried chicken nuggets/tenders with dipping sauce","https://www.instagram.com/p/DSSCe4ElV-8/","SCRAPED"
"#yummy","DQhfdYWjbjd","nicolekochtleicht","November 1, 2025","1898","","#nicolekochtleicht #dessau #rezept #rezeptidee #essen #yummy #onepotpasta #pastalover","German one-pot pasta recipe - Nudel Onepot mit Gehacktes und Käsesauce","Penne pasta in creamy cheese sauce with ground meat","https://www.instagram.com/p/DQhfdYWjbjd/","SCRAPED"
"#yummy","DRFUFxJjJ1b","cowboychrisdorrah","November 15, 2025","2050","16","#yummy #pasta #italianfood #recipe","One-pot creamy Italian beef and spaghetti - detailed recipe with olive oil, ground beef, crushed tomatoes, heavy cream, parmesan","Creamy spaghetti with ground beef and tomatoes garnished with basil","https://www.instagram.com/p/DRFUFxJjJ1b/","SCRAPED"
"#yummy","DTQTGQXjBEe","yesimozyurtozcelik61","January 9, 2026","2990","","#yeşim61 #yummy #dostluk #tatlı #ocakhuzur","BURMALI - Turkish baklava recipe with tereyağ, yoğurt, nişasta, kabartma tozu, şerbeti","Baklava rolls arranged in round pan with syrup","https://www.instagram.com/p/DTQTGQXjBEe/","SCRAPED"
"#yummy","DP2WgsQDme4","yummyrecipes_01","October 16, 2025","1249","6","#yummy #naan #buttternaan #recipe #indian","Easy Butter Naan Recipe - Soft & Fluffy Homemade Naan with flour, sugar, yeast, butter, milk","Fluffy butter naan in pan with recipe overlay","https://www.instagram.com/p/DP2WgsQDme4/","SCRAPED"
